SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,BOS,Operation_Code,STATUS
3,thinner,140,92,5.2,16,272.6,22356,1
5,kerosene,140,107,2.3,55,289.85,20724,0
4,kerosene,80,103,8.2,51,264.65,22539,0
2,kerosene,100,105,10,34,287.75,22543,0
1,kerosene,30,92,11.3,8,283.6,22437,1
2,gasoline,170,94,3.7,32,241.7,22466,0
3,thinner,100,103,10.3,30,296.65,79302M,1
1,thinner,140,88,2.3,11,265.4,21888,1
5,thinner,50,106,14.2,30,289.3,22457,1
4,kerosene,20,92,13.2,21,247.6,85135B,1
3,kerosene,140,96,0,75,267.8,85136C,0
3,gasoline,40,94,13.9,51,282.7,22061,1
2,kerosene,190,96,0,70,274.8,22635,0
1,gasoline,90,85,4.4,3,216.75,22618,0
3,gasoline,120,105,7.8,35,283.75,22331,1
4,kerosene,130,92,4.4,16,238.6,22064,0
4,gasoline,70,89,9.3,9,272.95,22569,1
2,gasoline,60,88,11,14,252.4,22906,1
1,kerosene,70,92,13.3,28,277.6,22750,1
2,kerosene,50,101,0,67,300.55,22751,0
4,thinner,30,108,14.4,35,288.4,22274,1
3,thinner,180,98,3.7,27,257.9,84898F,0
3,thinner,40,104,0,75,265.2,22634,0
4,thinner,20,90,15.2,36,260.5,85123A,1
2,thinner,90,90,8.9,8,258.5,21733,1
3,gasoline,10,103,14.9,35,293.65,22890,1
2,kerosene,60,97,2.8,67,286.35,22468,0
6,lpg,190,94,3.1,24,281.7,84898F,0
2,gasoline,70,104,0,68,278.2,22190,0
6,lpg,130,104,7,33,286.2,22956,1
2,thinner,140,93,5.7,30,279.15,22314,0
4,thinner,10,90,11,5,243.5,21949,1
5,gasoline,140,94,4.2,22,248.7,84375,1
1,thinner,20,90,11,6,278.5,79321,1
5,gasoline,130,99,5,42,256.45,21445,0
3,gasoline,10,110,15.1,32,286.5,22573,1
5,thinner,30,97,11.8,9,297.35,22572,1
5,gasoline,30,95,6.5,60,279.25,85199S,1
7,lpg,30,97,11.8,9,248.35,21447,1
4,thinner,50,107,14.1,34,290.85,22666,1
1,thinner,170,101,2.8,48,259.55,22569,0
2,gasoline,70,90,10.2,7,275.5,22593,1
4,gasoline,70,103,10.6,50,303.65,77101A,1
3,gasoline,70,92,10.6,16,243.6,22945,1
1,gasoline,130,96,1.6,66,248.8,72741,0
2,thinner,110,106,9.3,27,289.3,22086,1
1,thinner,30,111,15.5,47,325.05,22499,1
4,thinner,10,90,11,5,243.5,21949,1
5,gasoline,140,94,4.2,22,248.7,84375,1
5,kerosene,80,87,7.7,4,265.85,22147,0
6,lpg,170,92,4,34,257.6,84358,0
5,gasoline,120,104,7.7,30,285.2,20967,1
1,kerosene,60,106,11,52,313.3,20970,1
3,gasoline,130,105,3.7,52,271.75,22492,0
1,gasoline,50,106,12.5,22,278.3,84077,1
3,kerosene,130,92,4.6,11,243.6,22835,0
1,kerosene,100,90,5.8,8,241.5,10135,1
2,thinner,180,94,2.5,47,275.7,21892,0
3,kerosene,190,87,2.5,6,232.85,21914,0
5,thinner,90,90,11.2,18,279.5,21915,1
1,gasoline,170,84,3.6,4,225.2,22548,0
3,kerosene,180,97,2.9,38,287.35,22620,0
6,lpg,130,90,5.6,17,236.5,22561,1
4,gasoline,100,103,1.5,67,284.65,21485,0
5,kerosene,150,90,6,15,261.5,48185,0
2,gasoline,130,103,5.6,40,290.65,22835,0
5,thinner,70,95,12.9,27,289.25,22795,1
1,thinner,180,92,2.2,10,269.6,84378,0
1,kerosene,140,107,2.3,55,292.85,22727,0
1,kerosene,160,86,3.3,4,226.3,22960,0
4,gasoline,60,107,14.8,42,289.85,22829,1
2,gasoline,20,108,15.2,34,279.4,21479,1
7,lpg,70,108,13.5,38,316.4,21591,1
3,thinner,40,96,1.3,67,285.8,21174,1
1,thinner,50,105,11.5,20,282.75,21181,1
6,lpg,90,75,0,1,234.25,22630,0
4,gasoline,60,107,13.6,28,290.85,22913,1
3,gasoline,60,110,13.8,47,288.5,22224,1
4,thinner,60,102,0,75,274.1,22926,0
5,gasoline,180,104,0,66,292.2,21539,0
1,gasoline,160,102,2.7,48,263.1,21216,0
2,kerosene,20,105,13.5,30,317.75,22784,1
1,kerosene,190,91,3.3,13,256.05,22427,0
1,gasoline,20,108,15.2,34,320.4,21218,1
4,thinner,170,76,0,1,198.8,22810,0
7,lpg,180,74,0,1,218.7,22121,0
5,gasoline,130,86,3.4,3,228.3,21326,0
4,gasoline,90,106,12,27,319.3,22809,1
2,gasoline,180,92,2.2,9,271.6,22572,0
1,thinner,90,88,9.5,13,256.4,22576,1
1,kerosene,110,100,7.7,16,279,22086,1
1,thinner,60,107,14.2,33,319.85,22910,1
6,lpg,80,104,11,19,315.2,22365,1
1,gasoline,70,106,13,34,308.3,22904,1
4,thinner,20,96,0,75,275.8,22121,0
2,thinner,50,93,10.4,16,248.15,22470,1
4,kerosene,40,107,15.2,44,283.85,22739,1
4,thinner,130,96,7.8,30,253.8,22696,0
7,lpg,120,106,7.7,27,300.3,22155,0
2,thinner,190,84,2,4,237.2,22604,0
1,kerosene,140,86,5.4,17,245.3,22638,1
4,gasoline,140,87,4.5,6,226.85,22639,0
5,kerosene,50,95,14.3,38,279.25,22585,1
5,kerosene,110,108,4.2,52,315.4,22574,0
4,kerosene,10,108,15.4,23,321.4,21294,1
1,thinner,80,90,10.7,18,259.5,85049A,1
1,thinner,130,92,5,12,283.6,84029G,1
3,gasoline,170,94,2.7,50,240.7,22835,0
5,gasoline,60,105,11.6,51,312.75,22114,1
4,gasoline,130,88,3.8,8,244.4,22082,0
3,thinner,50,82,3.2,2,256.1,85049E,0
1,thinner,180,102,3.2,16,266.1,84879,1
2,thinner,150,105,0,70,305.75,22810,0
1,kerosene,20,103,1,70,279.65,22766,1
4,thinner,160,101,2.7,51,261.55,22173,0
2,kerosene,30,107,12.3,24,284.85,22155,1
1,thinner,10,93,15.1,51,268.15,22158,1
2,gasoline,130,89,5.3,18,257.95,20878,1
1,thinner,150,93,4.8,35,262.15,22429,1
6,lpg,170,93,4.2,28,275.15,85038,0
5,thinner,160,92,5.2,26,241.6,84836,0
3,gasoline,80,92,7.9,10,273.6,21034,1
7,lpg,70,88,8.6,11,233.4,21468,1
1,kerosene,10,109,4.5,67,321.95,21466,1
2,thinner,10,109,14.9,34,318.95,22197,1
5,gasoline,10,109,4.5,67,299.95,21558,1
4,thinner,190,94,2.2,30,256.7,22632,0
3,kerosene,30,107,13.3,52,279.85,22150,1
5,gasoline,140,93,5.4,32,268.15,22149,0
5,kerosene,80,106,12.3,36,299.3,22147,1
5,thinner,110,96,1.9,66,247.8,22558,0
4,thinner,100,105,7.1,48,287.75,21591,0
2,thinner,150,92,4.9,16,273.6,84378,1
4,thinner,70,106,13.5,36,307.3,20914,1
7,lpg,160,101,2.7,51,264.55,22315,0
4,gasoline,150,103,4.2,38,292.65,21563,0
2,thinner,80,105,11.3,26,315.75,22480,1
4,kerosene,110,89,8.1,6,226.95,47591D,0
3,gasoline,130,91,6.8,14,241.05,22367,0
4,kerosene,50,90,10.3,10,234.5,47567B,1
1,kerosene,190,100,3.2,27,276,21210,0
1,kerosene,30,111,15.5,47,313.05,21625,1
3,kerosene,140,89,5.6,15,238.95,22123,0
3,thinner,110,106,9.3,27,307.3,22271,1
5,kerosene,170,91,2.1,9,254.05,22899,0
6,lpg,120,87,7,7,223.85,22897,1
2,gasoline,170,97,0,72,271.35,47559B,0
4,gasoline,90,104,8.5,51,285.2,21154,0
4,gasoline,80,106,12,44,292.3,22939,1
4,kerosene,40,90,12.3,20,235.5,22896,1
4,gasoline,130,86,4.9,6,266.3,21836,0
4,gasoline,40,86,11.5,18,248.3,21042,1
5,thinner,70,104,11,20,275.2,21155,1
7,lpg,180,91,3.2,20,267.05,21154,0
3,gasoline,140,92,5.3,28,246.6,84029E,1
3,gasoline,190,94,3.1,24,283.7,21481,0
2,gasoline,170,91,2.2,8,271.05,84032B,0
1,gasoline,30,104,0.4,68,276.2,22940,1
6,lpg,50,108,13.5,27,281.4,22274,1
5,kerosene,20,105,12.3,10,317.75,22272,1
7,lpg,60,107,14.2,33,289.85,22273,1
4,thinner,90,106,12.5,35,278.3,21156,1
5,kerosene,80,96,2,67,266.8,21035,0
3,thinner,80,96,2.8,66,262.8,21080,0
5,kerosene,30,89,12.3,28,258.95,84032A,1
7,lpg,160,92,4.2,23,249.6,22114,0
1,gasoline,120,74,0,1,234.7,22110,0
4,thinner,40,88,12,19,243.4,21485,1
5,gasoline,190,90,2.9,22,278.5,22112,0
1,gasoline,150,94,4,45,281.7,22111,0
2,thinner,10,96,0,75,286.8,21479,0
1,kerosene,190,92,2.3,18,239.6,21625,0
5,thinner,20,106,13.2,20,295.3,84029G,1
5,thinner,180,97,2.9,38,253.35,21042,0
5,thinner,120,96,0,70,251.8,22480,0
3,kerosene,80,90,10.7,18,261.5,22114,1
2,thinner,190,96,2.9,38,292.8,21034,0
2,gasoline,40,87,10,13,247.85,22788,1
3,gasoline,90,106,12.6,32,314.3,22184,1
3,thinner,70,106,7.5,55,320.3,71279,0
1,thinner,160,96,0,68,271.8,22761,0
3,gasoline,110,103,7.5,22,289.65,22769,1
1,gasoline,160,93,2.8,50,285.15,22762,0
3,kerosene,60,88,9.7,5,267.4,22111,1
4,kerosene,140,102,3.7,51,273.1,21802,0
1,kerosene,80,90,10.6,14,251.5,21807,1
2,kerosene,180,91,2.5,19,253.05,21481,0
3,thinner,60,88,11,14,243.4,22271,1
4,gasoline,60,88,11,14,273.4,22273,1
6,lpg,10,105,12.9,8,314.75,22272,1
5,gasoline,110,106,10.6,30,291.3,21034,1
2,thinner,10,88,8.8,4,260.4,22570,1
5,thinner,130,103,3.7,51,275.65,22144,0
1,thinner,50,90,11,14,246.5,22423,1
6,lpg,150,92,3.3,18,234.6,22560,1
2,kerosene,170,92,3.3,14,272.6,22818,0
1,kerosene,60,108,13.5,27,301.4,22652,1
3,kerosene,100,105,4.4,55,311.75,84991,0
3,gasoline,170,91,2,7,236.05,21213,0
3,thinner,160,95,4,40,257.25,22951,0
6,lpg,60,88,9.7,5,234.4,21977,1
5,thinner,40,107,14.4,34,294.85,85227,1
5,kerosene,170,96,0,67,270.8,85049B,0
4,gasoline,130,89,4.5,15,255.95,85049G,1
1,gasoline,90,84,3.2,2,232.2,85049E,0
2,kerosene,30,90,12,10,245.5,85049A,1
1,kerosene,60,88,11,14,259.4,84032A,1
4,kerosene,70,105,11,48,283.75,22158,1
7,lpg,10,105,13.8,10,273.75,84754,1
5,thinner,110,106,10,26,292.3,84032B,0
5,gasoline,120,96,0,68,270.8,21479,0
4,gasoline,130,105,5.6,35,288.75,21481,0
1,gasoline,180,92,2.2,10,240.6,22110,0
3,thinner,150,93,4.5,33,257.15,22114,0
3,kerosene,80,106,12,27,310.3,22112,1
3,kerosene,110,79,3.1,2,205.45,22835,0
1,gasoline,150,96,4.2,44,246.8,22111,0
5,kerosene,10,108,15.5,28,306.4,84029E,1
1,thinner,30,107,13.8,51,294.85,21484,1
4,thinner,190,97,2.8,44,288.35,84029G,0
6,lpg,50,101,0,67,293.55,21485,0
3,kerosene,180,96,0,67,276.8,20878,0
5,gasoline,170,91,2,10,267.05,22597,0
5,kerosene,140,87,4.8,4,239.85,22599,0
5,gasoline,60,97,2.8,67,271.35,22598,0
4,kerosene,10,93,15.1,51,274.15,22581,1
2,gasoline,80,96,0,75,273.8,22571,0
2,kerosene,50,108,13.4,48,302.4,22732,1
5,kerosene,80,106,12.2,30,293.3,22731,1
1,thinner,190,91,3.3,13,262.05,22733,0
1,thinner,20,91,11.2,13,261.05,22603,1
5,kerosene,140,92,5.3,18,256.6,22577,0
7,lpg,20,108,15.2,34,284.4,84849B,1
3,kerosene,190,92,1.4,11,236.6,21326,0
3,thinner,70,75,0,1,209.25,84946,0
1,gasoline,60,89,11.2,15,270.95,22834,1
5,gasoline,40,89,10.9,14,265.95,22633,1
5,gasoline,20,111,14.9,48,298.05,22632,1
5,kerosene,180,95,1.5,55,262.25,22866,0
5,gasoline,100,105,4.4,55,304.75,22865,0
3,kerosene,80,106,11.8,32,278.3,22867,1
1,thinner,60,90,10.7,9,268.5,21743,1
1,gasoline,60,104,12,20,309.2,22154,1
1,kerosene,60,95,9.5,60,268.25,21801,1
5,thinner,80,87,7.7,4,239.85,21807,0
6,lpg,120,96,2.2,65,277.8,21803,0
1,kerosene,100,88,7.8,13,259.4,21802,1
2,thinner,100,104,10.3,36,301.2,22809,1
1,thinner,190,96,0,70,252.8,22810,0
2,kerosene,140,96,0,70,270.8,51014C,0
4,kerosene,40,110,14.4,38,317.5,21871,1
1,thinner,70,106,12.5,44,303.3,47591D,1
4,gasoline,130,95,3.4,60,253.25,21156,0
4,gasoline,80,90,9.3,8,230.5,22367,1
2,kerosene,150,97,0,75,272.35,21625,0
5,thinner,120,89,3.9,9,240.95,82582,0
5,kerosene,80,104,11,19,295.2,21165,1
4,kerosene,90,86,7.5,4,268.3,21164,0
3,gasoline,20,91,11.5,11,247.05,21175,1
3,thinner,80,89,10.4,17,231.95,21174,1
7,lpg,90,88,9.5,13,270.4,21166,1
2,kerosene,160,97,0,75,260.35,22457,0
2,kerosene,60,106,0,68,311.3,21584,0
4,kerosene,70,88,8.6,11,264.4,22952,1
5,kerosene,120,90,4.2,12,277.5,22077,0
1,kerosene,90,75,0,1,203.25,84534B,0
1,gasoline,110,83,3.7,3,214.65,21587,0
2,kerosene,90,105,11,25,297.75,85064,1
5,gasoline,110,104,8.7,33,278.2,85066,1
3,kerosene,110,106,9.2,24,287.3,22384,1
5,thinner,80,91,10.3,16,261.05,20725,1
2,gasoline,110,104,8.7,33,283.2,22383,1
5,gasoline,40,91,11.3,9,266.05,22382,1
5,gasoline,10,108,15.4,27,307.4,20728,1
4,thinner,120,103,8.2,34,293.65,22662,0
1,gasoline,10,105,13.8,16,303.75,20726,1
4,kerosene,70,92,13.3,28,235.6,22663,1
5,thinner,160,102,4.2,38,282.1,21929,0
2,thinner,40,104,0,75,266.2,85099B,0
2,kerosene,110,104,8.5,25,279.2,22386,1
6,lpg,140,92,5.2,16,270.6,21930,1
3,gasoline,60,108,14.6,38,314.4,20713,1
6,lpg,30,110,15.2,40,320.5,20712,1
1,thinner,170,94,3.7,32,248.7,20973,0
4,kerosene,10,96,3.2,68,259.8,20975,0
2,thinner,120,103,8.5,33,307.65,20974,1
3,thinner,70,87,10.3,6,229.85,22366,1
4,gasoline,130,96,1.9,65,247.8,21259,0
3,thinner,120,95,3.3,60,268.25,21621,0
3,gasoline,10,111,15.5,38,332.05,22585,1
4,gasoline,150,90,2.3,11,237.5,22086,0
4,thinner,10,92,12.5,11,280.6,21931,1
1,gasoline,70,75,0,1,204.25,21830,0
4,gasoline,120,89,3.9,9,261.95,85231B,0
4,thinner,80,87,7.7,4,262.85,85231G,0
7,lpg,110,104,5.7,48,299.2,85018D,0
1,thinner,30,97,11.8,9,295.35,22585,1
1,kerosene,180,91,3.2,20,280.05,22529,0
2,thinner,120,102,7,40,265.1,22530,0
1,thinner,60,90,9.3,11,243.5,22534,1
4,gasoline,60,107,13.8,40,279.85,22536,1
1,gasoline,150,95,3.2,52,255.25,22537,0
3,kerosene,50,101,0,67,299.55,22531,0
1,thinner,80,105,12.5,34,316.75,22534,1
2,thinner,170,91,2,10,244.05,22532,0
1,kerosene,60,90,10.6,7,253.5,21034,1
5,thinner,150,89,5.6,30,265.95,22141,0
4,kerosene,80,104,11,19,277.2,84997D,1
4,gasoline,150,96,0,68,267.8,84997B,0
5,thinner,100,104,8.8,45,304.2,20894,0
2,kerosene,70,107,10.7,22,309.85,85018D,1
1,kerosene,60,106,12.6,26,309.3,21413,1
6,lpg,140,93,5.7,30,268.15,79149B,1
5,gasoline,10,108,15.4,23,325.4,21682,1
3,thinner,120,92,5.7,20,263.6,78034B,1
2,gasoline,50,108,13.5,28,281.4,22894,1
1,gasoline,50,108,13.5,28,322.4,79151B,1
2,gasoline,50,90,11,14,243.5,21830,1
4,thinner,100,91,7.5,19,265.05,22694,1
2,gasoline,110,96,1.9,66,287.8,21664,0
2,kerosene,190,96,0,66,247.8,71406C,0
5,thinner,80,88,9.3,13,232.4,21090,1
2,kerosene,190,102,2.9,25,279.1,85049A,0
1,gasoline,130,96,7.8,30,262.8,21209,1
1,thinner,10,75,0.8,1,206.25,22354,0
1,gasoline,160,102,4.2,38,295.1,22222,0
6,lpg,110,105,7.4,44,270.75,17107D,1
7,lpg,110,89,8.1,6,237.95,21635,1
3,kerosene,90,105,13.2,33,290.75,84952C,1
5,gasoline,10,103,14.9,35,310.65,84952B,1
3,thinner,80,89,10,7,266.95,21231,1
1,gasoline,10,108,14.9,33,300.4,21428,1
1,thinner,130,103,3.7,51,305.65,21034,0
3,gasoline,190,86,2.2,5,235.3,84988,0
4,gasoline,100,89,4.9,12,253.95,85049A,1
7,lpg,70,96,0,75,265.8,15036,0
3,gasoline,160,94,6.5,27,259.7,35471D,0
2,thinner,90,104,10,50,283.2,21467,0
1,thinner,40,85,11.3,17,256.75,21090,1
1,gasoline,50,93,10.4,16,271.15,71477,1
5,thinner,100,105,4.4,55,276.75,21982,0
7,lpg,140,93,3.7,12,249.15,21983,0
1,gasoline,150,85,3.7,3,255.75,22694,0
5,thinner,130,92,8.3,32,257.6,21985,0
3,gasoline,70,103,9.5,51,262.65,21980,1
3,thinner,90,75,0,1,238.25,21351,0
6,lpg,70,102,3.2,65,283.1,84832,1
6,lpg,160,87,4,17,240.85,22469,1
3,thinner,100,89,5.2,9,233.95,84945,1
5,kerosene,90,96,2.5,66,279.8,22630,0
2,gasoline,10,106,14.4,15,307.3,22470,1
6,lpg,90,87,9.7,6,222.85,21231,1
1,gasoline,110,106,6.8,45,304.3,21157,1
3,kerosene,80,75,0,1,214.25,47591D,0
1,thinner,50,90,11.3,7,254.5,35653,1
2,kerosene,90,86,9.2,5,251.3,84836,1
3,kerosene,190,102,2.9,25,304.1,84946,0
6,lpg,10,96,2.6,70,251.8,21155,0
1,gasoline,120,101,8.6,15,288.55,47559B,1
4,thinner,100,95,3.4,60,288.25,22348,0
4,thinner,110,106,7.1,42,304.3,22792,0
1,thinner,140,96,0,70,260.8,22791,0
5,thinner,140,91,5.2,24,275.05,22560,0
5,thinner,100,94,6,20,265.7,21154,1
6,lpg,90,86,7.5,4,264.3,84971S,0
3,thinner,40,90,12.5,24,274.5,82578,1
2,kerosene,180,91,3.2,20,233.05,82600,0
5,thinner,170,92,3.6,19,260.6,82580,0
6,lpg,180,101,3.2,42,262.55,71477,0
7,lpg,180,103,2.5,52,274.65,21232,0
4,kerosene,30,109,15.4,48,281.95,84970S,1
2,thinner,10,95,15.2,50,274.25,21421,1
3,gasoline,90,105,12.8,30,280.75,21422,1
7,lpg,30,92,12.5,26,263.6,22457,1
5,kerosene,70,90,9.5,8,274.5,85130A,1
3,kerosene,180,93,3.9,32,254.15,85130D,0
6,lpg,160,92,5.2,26,284.6,22728,1
5,kerosene,80,106,11.2,46,271.3,84879,0
3,gasoline,90,104,10.2,23,292.2,21494,1
4,thinner,180,91,2.9,21,234.05,21257,0
2,thinner,120,96,1.5,67,275.8,21260,0
5,gasoline,140,87,4.8,5,237.85,15039,0
4,thinner,30,88,11.9,22,230.4,22494,1
1,thinner,130,106,6.4,38,318.3,84970L,1
1,kerosene,170,95,3.2,46,289.25,84978,0
6,lpg,20,90,15.2,36,276.5,84569D,1
2,thinner,180,97,0,68,262.35,22175,0
5,gasoline,50,90,11,14,250.5,22300,1
5,kerosene,80,91,10.3,16,261.05,22301,1
2,kerosene,90,104,10.2,23,274.2,84050,1
1,thinner,120,104,7.7,30,306.2,22464,1
4,kerosene,130,108,0,75,278.4,M,0
5,kerosene,160,91,4.8,34,267.05,22151,0
2,gasoline,160,91,2.7,8,268.05,72351A,1
2,gasoline,10,102,13.3,55,288.1,22667,1
7,lpg,90,105,11.5,26,293.75,22646,1
1,kerosene,30,112,16,46,302.6,20971,1
3,kerosene,40,92,13.5,25,241.6,85185B,1
3,thinner,90,95,6.4,60,266.25,22666,0
2,kerosene,110,102,4.8,51,260.1,84921,0
1,kerosene,120,78,1.4,2,217.9,20972,0
7,lpg,140,96,0,70,253.8,20725,0
1,thinner,40,87,11.2,6,235.85,20719,1
1,kerosene,90,106,12,27,307.3,20724,1
3,kerosene,130,89,5.3,18,240.95,22355,1
2,gasoline,190,102,2.6,46,301.1,22383,0
2,kerosene,80,106,10.5,48,318.3,22381,0
3,gasoline,10,96,2.6,70,283.8,20728,1
1,thinner,180,83,1.6,3,243.65,20723,0
4,gasoline,90,75,0,1,204.25,85099F,0
2,thinner,120,104,6.1,44,311.2,20727,0
5,thinner,30,96,0,72,291.8,22379,0
2,thinner,10,110,15.1,32,327.5,22571,1
1,gasoline,180,94,2.5,47,257.7,22572,0
2,kerosene,130,96,4.8,24,263.8,22577,0
2,thinner,110,104,6.7,46,310.2,22154,0
3,gasoline,140,94,5.7,25,245.7,84029G,1
2,thinner,150,97,0,75,249.35,22114,0
5,gasoline,50,89,10,13,266.95,22835,1
4,kerosene,180,93,3.4,35,280.15,22082,0
3,kerosene,130,96,4.8,24,276.8,21733,1
6,lpg,110,96,0,68,260.8,85123A,0
7,lpg,100,104,0,68,286.2,22732,0
2,gasoline,140,93,5.6,33,258.15,22733,0
4,gasoline,40,108,13.9,52,307.4,22738,1
1,thinner,50,106,12.5,22,294.3,22736,1
1,thinner,190,95,2.2,33,243.25,22737,0
1,kerosene,100,105,7.1,48,291.75,22739,0
4,kerosene,40,92,11.5,16,234.6,35954,1
5,thinner,180,92,1.7,11,271.6,35957,0
3,thinner,50,107,14.4,33,303.85,22436,1
7,lpg,120,102,7,40,273.1,22439,0
6,lpg,30,104,0.4,68,276.2,22434,0
1,kerosene,30,103,14.4,55,310.65,84508C,1
5,gasoline,90,88,9.5,13,231.4,84508B,1
4,gasoline,130,92,4.6,11,236.6,22746,0
6,lpg,110,107,8.8,32,284.85,22745,1
6,lpg,70,105,11,48,310.75,22748,1
5,kerosene,60,95,9.5,60,263.25,84754,0
4,gasoline,100,105,7.1,48,297.75,22909,0
2,kerosene,20,92,13.2,21,283.6,22801,1
4,gasoline,40,85,11.3,17,217.75,22173,1
7,lpg,60,90,10.7,9,271.5,22795,1
4,kerosene,50,107,14.2,35,282.85,22086,1
3,gasoline,120,102,5.8,46,279.1,22910,0
4,kerosene,150,103,4.2,38,302.65,22423,0
4,kerosene,50,107,14.4,33,312.85,22595,1
2,thinner,60,88,9.7,5,266.4,22574,1
3,thinner,120,88,6.5,6,273.4,M,0
1,thinner,20,90,14.1,32,250.5,M,1
3,kerosene,10,105,13.8,10,271.75,90086,1
5,gasoline,170,94,2.3,52,284.7,84827,0
2,thinner,190,94,2.2,30,256.7,62018,0
3,thinner,190,103,3.2,42,288.65,22488,0
1,thinner,170,94,3.7,30,265.7,20685,1
4,thinner,70,88,8.3,10,252.4,16011,1
5,thinner,90,103,0,75,307.65,85179A,0
4,thinner,80,90,9.3,8,268.5,22669,1
1,thinner,60,87,8.6,4,267.85,22352,1
5,kerosene,100,104,9.7,27,286.2,22477,0
4,kerosene,180,87,2.8,5,254.85,22633,0
5,kerosene,110,106,9.3,27,272.3,21785,0
3,thinner,20,104,7.5,65,312.2,21786,1
3,gasoline,150,103,4.2,38,304.65,21787,0
6,lpg,100,104,10.3,35,274.2,21982,1
3,kerosene,80,102,0,72,309.1,20973,0
3,kerosene,100,89,5.2,9,243.95,22174,1
4,thinner,190,94,1.6,55,247.7,21650,0
4,gasoline,180,97,0,68,253.35,22951,0
3,gasoline,40,85,9.2,4,253.75,21650,1
3,gasoline,150,93,6.3,14,280.15,84874B,0
6,lpg,160,97,0,75,292.35,21790,0
3,gasoline,20,95,16.3,45,285.25,22181,1
1,gasoline,70,106,13.5,36,275.3,21650,1
2,thinner,140,87,4.5,6,271.85,22616,0
2,kerosene,60,95,9.5,60,263.25,22554,1
4,kerosene,110,106,9.2,24,285.3,21916,0
2,kerosene,80,90,10.7,18,254.5,85178,1
1,gasoline,80,88,9.3,13,237.4,84827,1
2,gasoline,60,105,12.3,21,280.75,22632,1
1,kerosene,40,106,13.5,26,296.3,22586,1
1,gasoline,90,105,10,21,289.75,22865,1
4,gasoline,30,106,14.8,50,276.3,22071,1
1,kerosene,100,103,7.5,25,310.65,22866,1
4,gasoline,170,93,3.6,18,253.15,22867,0
1,kerosene,110,87,5.2,11,248.85,22632,1
2,kerosene,140,93,5.4,32,240.15,22633,0
5,kerosene,180,98,3.7,27,283.9,84947,0
5,thinner,150,93,6.3,14,264.15,21326,0
6,lpg,70,91,11,18,256.05,22083,1
5,gasoline,30,104,0.4,68,287.2,22910,0
5,gasoline,40,104,0,75,296.2,22086,0
4,gasoline,10,108,15.7,20,312.4,22910,1
3,thinner,140,92,4.5,40,253.6,21808,0
1,gasoline,110,104,6.7,46,288.2,22460,0
7,lpg,50,92,13.6,40,242.6,22727,1
5,kerosene,170,91,2.8,13,237.05,22728,0
5,thinner,160,91,2.1,9,250.05,22865,0
5,gasoline,110,92,4.9,10,249.6,22866,0
5,kerosene,80,106,12,27,271.3,22632,1
2,thinner,70,106,13,34,316.3,22865,1
7,lpg,130,80,2.3,2,251,22867,0
6,lpg,60,91,11,8,256.05,22865,1
3,kerosene,130,105,3.7,52,279.75,22725,0
5,thinner,80,92,7.9,10,243.6,22727,1
6,lpg,160,93,5.3,33,275.15,22728,0
1,gasoline,60,107,13.8,40,289.85,22730,1
4,kerosene,100,89,4.9,12,252.95,22726,0
5,thinner,30,89,10.7,14,263.95,21481,1
5,kerosene,180,92,3.1,45,274.6,22193,0
3,kerosene,30,109,15.4,48,306.95,22191,1
2,kerosene,50,108,14.5,36,275.4,22192,1
5,gasoline,180,94,3.8,28,275.7,22733,0
3,kerosene,160,94,6,30,284.7,22424,0
4,gasoline,170,91,2,7,269.05,84030E,0
1,thinner,100,95,5.7,50,253.25,21485,1
4,thinner,160,90,4.4,15,251.5,21481,0
4,thinner,30,110,16,45,321.5,21484,1
2,thinner,40,75,0,1,217.25,22111,0
3,gasoline,140,93,4.6,45,260.15,21485,0
3,gasoline,120,103,5.3,48,277.65,21479,0
3,thinner,90,106,12.6,32,295.3,22626,1
4,gasoline,80,92,10.5,21,236.6,22627,1
5,gasoline,150,105,4.3,36,279.75,22624,0
3,thinner,110,107,8.8,32,285.85,22625,1
6,lpg,160,93,5.6,14,269.15,82482,0
1,kerosene,120,103,5.3,48,289.65,20713,0
2,kerosene,90,104,10,50,280.2,22745,0
1,kerosene,70,106,13,34,283.3,22746,1
3,thinner,110,102,4.8,51,288.1,22748,0
2,kerosene,50,106,11.2,60,274.3,22747,1
7,lpg,190,102,2.5,51,279.1,22844,0
4,kerosene,40,87,11.2,6,249.85,82582,1
4,thinner,120,90,7.7,16,238.5,82578,0
2,kerosene,60,102,0,70,269.1,22674,0
3,kerosene,120,101,5.7,18,300.55,22809,1
4,thinner,20,106,12.8,26,273.3,22810,1
2,kerosene,60,90,12.2,19,229.5,85167B,1
1,kerosene,20,91,11.2,13,255.05,84836,1
4,gasoline,70,106,13.5,36,287.3,47566,1
5,thinner,180,90,2.9,13,276.5,22669,0
1,thinner,30,89,11.3,7,276.95,22578,1
4,thinner,60,107,11,55,291.85,21669,0
4,thinner,90,105,3.1,65,291.75,22585,0
3,gasoline,140,87,4.8,4,240.85,22469,0
5,thinner,10,106,15.4,40,312.3,22190,1
2,gasoline,180,94,3.4,40,249.7,20685,0
5,kerosene,170,105,1.3,65,291.75,84352,0
4,gasoline,100,88,7,5,260.4,22480,0
5,kerosene,120,78,1.4,2,202.9,22364,0
2,thinner,70,90,10.7,15,274.5,85152,1
